transaction_id,dacd te,customer_id,amount,type,description,Usia,Jenis_Kelamin,Pendapatan_Bulanan,Saldo_Rekening,Riwayat_Pinjaman,Frekuensi_Transaksi,Jenis_Transaksi_Favorit,Minat_Investasi,Produk_Direkomendasikan
81580,2021-09-11,101,7873.09,credit,Apply shoulder recognize long early this.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
81633,2021-12-23,105,5747.1,credit,Ten according heavy.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
81678,2018-12-27,101,4142.22,credit,Deep share air far close support middle.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
81682,2019-07-07,107,7124.22,credit,Bring what city.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
81796,2021-03-18,103,7490.21,debit,Act scientist group in especially soldier consider PM.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
81828,2020-08-24,101,9725.24,credit,Guy activity difficult ready.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
82010,2022-03-25,106,4060.23,debit,Ago for leave stay put today.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
82138,2022-10-26,104,6258.57,transfer,Rise marriage model tax wrong.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
82197,2020-11-17,106,2917.8,transfer,Foreign notice return spend establish.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
82242,2018-11-09,103,6808.57,debit,Edge young theory game.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
82374,2019-12-30,106,1625.37,debit,Fish parent visit range event drug.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
82428,2020-12-18,110,8085.01,credit,Why party push.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
82441,2022-01-19,101,7700.72,credit,Response end human teach then ten.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
82453,2020-06-16,104,1106.45,transfer,Throughout financial religious decide treatment.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
82463,2019-02-22,110,7416.01,transfer,Ask lead important enter.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
82480,2020-05-16,109,783.79,debit,Imagine again huge statement prepare woman.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
82669,2018-07-18,110,2236.54,debit,Fine agency product return officer scene along.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
82781,2020-10-12,110,8844.1,credit,East clear per simply evidence these challenge.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
82838,2019-02-01,107,7155.62,transfer,Economy effort nothing police development media they any.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
82852,2018-08-02,101,8173.55,transfer,Hold store reason everything board tend stand nothing.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
82955,2021-07-04,104,4805.88,transfer,Perform second local various thought play plant.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
83136,2022-12-10,105,4538.55,transfer,Read magazine start society owner.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
83263,2018-08-02,107,2634.91,transfer,Final body trip everything two.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
83465,2022-05-09,109,9458.07,debit,Hard Mrs that discover.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
83538,2018-09-07,107,8679.42,credit,Begin campaign let federal behavior actually.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
83550,2018-08-23,101,6816.34,credit,Religious take spend follow magazine sound.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
83575,2019-06-11,106,3150.21,credit,Guy husband customer stay form win.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
83603,2019-03-13,104,247.95,credit,Health move benefit loss class.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
83630,2021-12-27,106,7883.97,transfer,Thing soldier major behavior hour this opportunity.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
83764,2018-03-28,102,4736.8,transfer,Though reveal tonight.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
83809,2019-12-11,110,8124.8,credit,Me physical front until next commercial visit.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
84159,2021-03-21,104,8758.54,credit,Bag design standard politics.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
84186,2022-03-25,103,8420,transfer,Whose every rich wind.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
84358,2022-06-22,104,8710.69,credit,Between place discuss area.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
84415,2022-07-22,106,7521.06,debit,Happy run growth summer.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
84498,2021-12-19,108,8449.58,credit,Recent store peace sometimes whose image.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
84518,2020-10-24,104,3703.21,credit,Loss fight capital.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
84729,2020-11-03,106,8189.99,debit,Camera student until month record since eye.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
84887,2020-12-13,109,4071.52,credit,Other seven friend dark middle.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
84891,2021-04-12,109,6067.76,debit,Fall page mouth feel strategy customer.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
84941,2021-10-05,106,2625.29,transfer,Remain that practice high push prepare.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
85271,2018-04-26,108,1567.5,debit,Line color happy audience campaign similar the.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
85365,2022-10-31,101,1396.99,debit,Product ten senior worry hair.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
85396,2019-04-04,110,9960.64,credit,Face wife decision rest yes.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
85436,2023-01-29,104,7028.32,transfer,This because create another piece risk yet.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
85923,2020-01-02,101,5264.02,debit,Body listen where crime happy.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
86000,2018-10-27,102,8049.54,transfer,Personal lose physical produce.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
86187,2018-12-29,104,4572.42,debit,Officer develop visit join really painting.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
86336,2021-06-29,103,9256.5,transfer,Four at pay identify field.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
86557,2022-03-30,107,130.92,credit,When others likely build.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
86607,2021-07-22,110,9715.5,debit,Former prepare foot five improve choice.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
86700,2018-07-06,104,6337.84,debit,Factor different college American.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
86850,2021-08-03,101,9326.11,transfer,Data exist part partner business training together.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
87014,2020-02-01,107,1740.31,transfer,Painting care admit yeah cell follow easy.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
87064,2018-09-23,102,6332.55,debit,Glass police keep note.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
87264,2022-09-29,101,498.34,credit,See property whether change financial assume this.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
87361,2018-08-22,108,5668.12,transfer,Dog risk house ask again wish.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
87380,2020-08-11,108,4360.54,transfer,Yard role moment fire describe dream.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
87394,2022-02-07,108,5619.16,transfer,Financial home far nothing follow.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
87421,2020-03-27,103,6847.99,debit,Candidate involve message off.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
87619,2019-06-29,109,1602.45,transfer,About who scientist source specific recognize success.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
87768,2022-01-17,107,8547.61,debit,Mind particularly rather however.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
88249,2020-09-06,108,8519.76,transfer,Discussion writer defense general professor task plant ball.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
88308,2021-10-15,105,9864.82,credit,Address sport rest state weight reality skin add.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
88309,2021-06-07,101,7871.45,credit,Have wind ever rise no it boy.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
88432,2021-11-03,107,5000.08,debit,Wall kid program agency church skill future.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
88482,2018-10-20,107,8829.7,credit,Leave task loss tough police.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
88521,2022-06-22,103,6492.77,transfer,Imagine minute wind east information police what.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
88603,2020-05-15,105,8823.03,transfer,Forward whole up figure place thousand trip.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
88630,2023-01-27,102,8205.87,debit,Lay drug remain local blood certainly.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
88667,2020-05-29,102,5330.44,credit,Money produce available.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
88784,2018-11-11,110,8189.63,debit,Sister economy spend free character improve.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
88796,2023-03-24,109,404.18,transfer,Dream type society protect.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
88932,2018-08-15,104,128.88,transfer,Feel full break move.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
88947,2018-09-07,104,9549.41,debit,Case single right adult message.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
89063,2021-01-09,109,9811.36,transfer,Field plant drug current like add both want.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
89230,2018-11-02,108,1540.41,debit,Strong smile lawyer stock because.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
89376,2018-05-02,107,9504.02,transfer,Woman information east space.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
89389,2022-08-28,102,3301.7,debit,Available mouth measure trade other national change country.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
89904,2021-06-09,101,4612.93,credit,Decision recent likely maybe.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
89927,2019-03-09,110,500.61,credit,Scene girl maybe but news sea describe.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
89940,2020-03-10,103,5662.85,debit,Record site character positive commercial.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
89974,2022-05-29,104,2640.82,debit,Six upon president face decade couple.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
90100,2020-07-07,108,2390.45,debit,Day agreement structure grow more.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
90231,2020-03-24,110,4336.34,debit,Yourself president wish hair score fill.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
90272,2023-02-07,106,8821.42,credit,Become production agree already down task stage accept.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
90530,2018-09-28,102,3473.69,transfer,Place tree treatment successful space.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
90611,2020-03-16,108,3740.27,credit,Present ability community way family purpose industry.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
90638,2023-02-13,104,3386.27,debit,Teach bar career certain special why store TV.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
90666,2020-11-01,106,5752.5,credit,Direction ask enjoy fine.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
90673,2019-09-21,105,5276.26,credit,Son cell age class continue.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
90712,2020-06-01,109,2426.86,transfer,Open yard world trial wish open mean.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
90804,2021-08-25,105,5247.67,debit,Draw answer attack first could pay help.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
90889,2020-05-02,103,5663.11,debit,Common work eat speak federal hot.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
90953,2021-04-30,106,358.82,transfer,Study within magazine.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
91012,2019-09-29,109,8762.32,credit,Enjoy mission check call reason.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
91054,2019-09-04,108,8522.79,transfer,Join fill sister why.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
91159,2021-01-14,107,42.71,credit,Rate movement specific woman call her drop.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
91259,2023-01-29,105,3452.25,transfer,Yard important move adult minute.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
91297,2020-09-20,101,6937.26,credit,Specific under always.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
91472,2020-05-21,110,4338.45,credit,Conference step heavy.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
91517,2022-08-02,103,2571.85,debit,All I full past page treat citizen.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
91557,2023-02-16,104,904.13,transfer,Claim this child go later stay against stock.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
91567,2021-02-22,107,304.02,transfer,Decision price relationship computer ever national mother.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
91659,2022-07-28,107,5279.72,credit,Represent manager maintain yard power help door ready.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
92008,2021-05-05,104,6255.42,transfer,It white impact space decision.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
92335,2020-10-09,108,3960.58,debit,Approach anything behind suffer suggest under.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
92462,2020-05-09,101,9312.83,transfer,Stuff describe development feeling quality.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
92650,2020-08-05,107,6680.78,credit,Year board voice south exist nothing.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
92714,2019-06-29,109,9853.59,debit,Able speech his fight set challenge religious teacher.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
92730,2018-12-26,102,5314.56,debit,Position under fall deal garden of war cost.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
92810,2021-07-19,103,8640.79,debit,Find always simply necessary teach number.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
92890,2022-06-23,105,9795.79,credit,Again light TV around safe as current.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
93150,2023-02-26,104,5364.25,debit,Bank house reveal face add.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
93209,2020-11-13,103,2354.98,transfer,Since now security western.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
93414,2022-02-13,103,1221,transfer,Pay check bank term should describe.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
93422,2021-12-14,102,8907.25,debit,War of effort cost feeling campaign.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
93712,2023-03-12,107,2168.68,credit,Heart born nice none church.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
93743,2019-03-25,108,3124.43,transfer,Risk until family he back my.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
93783,2021-11-30,108,3963.96,credit,Laugh seem big.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
93788,2020-07-21,103,9114.71,transfer,Around economy film involve forget.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
93797,2022-12-14,107,7626.69,debit,Effort bring fund go whole state compare.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
93832,2021-05-10,101,8037.73,credit,Better great seek computer hot.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
94077,2022-10-24,109,7503.19,credit,Role blood detail forget remain.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
94306,2020-04-02,109,837.74,credit,Join quickly sure American.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
94411,2018-11-09,105,9351.51,credit,Plan paper none quite father.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
94563,2020-07-30,101,5840.08,transfer,Front after staff effect.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
94572,2019-04-23,108,4745.79,transfer,Condition nature for style since situation attention debate.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
94630,2022-07-20,106,167.59,credit,By would magazine player.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
94646,2020-04-17,104,4541.29,transfer,Official visit notice relationship over wall.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
94936,2022-06-19,104,7614.05,transfer,Article half herself writer first maintain sea.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
94959,2019-11-05,103,3512.89,debit,Green of sure process.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
95112,2018-06-21,101,7443.87,transfer,Begin cell picture issue indeed yeah.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
95157,2019-06-25,102,7070.94,credit,Throughout range almost wind majority specific.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
95211,2022-10-10,110,3912.17,credit,Hair address such goal.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
95217,2021-01-08,108,701.03,debit,Decide live compare very board write.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
95223,2019-05-10,106,5066.56,transfer,Authority become not relate subject accept training everybody.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
95237,2018-10-16,103,3057.79,transfer,Where mouth security task be serious himself picture.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
95313,2021-06-14,110,9413.08,transfer,Type heavy great save ability the may place.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
95383,2019-10-06,104,2421.96,debit,Sister painting skin.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
95425,2022-03-31,109,5860.5,credit,More source over bit have.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
95647,2019-08-27,108,3960.14,debit,What represent window name director test low rule.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
95671,2022-02-15,107,493.79,credit,Score nor care change possible.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
95716,2022-04-27,105,1834.73,credit,Method chair provide officer father.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
95809,2018-08-21,101,986.74,transfer,Plant college expert report.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
95851,2020-03-25,108,3431.88,transfer,Off success single big.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
95888,2020-09-24,104,4363.41,credit,Miss tree not goal others participant scientist.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
95970,2022-12-12,104,4056.95,credit,Official play buy write lay.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
96002,2019-08-08,105,4377.83,credit,Less theory natural doctor than.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
96012,2022-02-21,108,3731.98,debit,Act man stage on media.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
96087,2021-02-08,106,666.93,transfer,Policy modern wonder south economy.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
96134,2020-11-19,105,7855.03,credit,Size lawyer bring safe travel tell still parent.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
96157,2021-11-20,101,8674.44,transfer,Sense smile education.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
96349,2021-09-06,105,1114.8,credit,Put smile Mr early line important understand.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
96424,2022-12-05,110,2172.77,transfer,Appear drop media paper price outside worker.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
96460,2022-06-15,103,7700.99,credit,Find ability hot none why old short.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
96548,2023-03-24,109,2453.83,credit,Behind teacher floor when theory military page.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
96608,2022-01-20,108,8045.26,debit,Charge director change pretty senior.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
96688,2018-11-20,104,9537.93,debit,Whatever church computer effect speak land network skill.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
96693,2018-12-19,103,3766.65,credit,Well ever administration study want.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
96726,2020-10-13,107,8550.57,debit,Morning maybe into drug want none follow.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
96745,2018-06-11,109,2058.23,transfer,Media forget visit without in quality.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
96772,2021-10-29,106,5735.21,credit,Much arm receive region.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
96977,2020-04-03,104,3788.38,credit,Recent write art laugh kind control.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
97080,2022-06-14,103,7166.04,transfer,Soldier safe national.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
97605,2022-09-11,103,6258.46,transfer,Tree every central human.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
97620,2020-05-28,105,5739.37,credit,Father major represent list help.,28,Pria,6000000,3000000,0,18,E-Wallet,0,Tabungan Reguler
97631,2022-12-18,106,3371.88,credit,Effect now around strategy strong itself.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
97683,2022-08-26,110,680.46,credit,Where seek red maybe all item age half.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
97686,2020-04-13,101,3179.83,debit,Industry itself story these.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
97852,2020-08-04,106,6351.74,transfer,Toward attack without thus story first coach.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
97972,2019-11-03,110,9150.89,debit,Include final quickly turn.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
97975,2019-09-30,110,2906.18,transfer,Often attack central.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
98077,2022-02-18,106,2292.92,debit,Everybody they prove section everything.,45,Wanita,17000000,15000000,1,45,Investasi,1,Deposito
98391,2019-02-07,102,9485.27,transfer,Student religious reality step behind system hand.,40,Wanita,15000000,12000000,1,40,Kartu Kredit,1,Kartu Kredit
98587,2018-07-23,107,88.66,debit,Increase world husband more.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
98796,2021-01-08,108,5270,transfer,College enter look eye.,33,Wanita,9000000,6000000,0,22,Transfer Bank,0,Tabungan Digital
98813,2020-02-01,110,4443.04,transfer,Kind family it who.,38,Wanita,14000000,18000000,1,35,Kartu Kredit,1,Kartu Kredit
98817,2021-05-09,104,1498.41,debit,Listen book front clear stand.,50,Wanita,20000000,25000000,0,50,Investasi,1,Deposito
98911,2022-10-21,107,7797.66,credit,Feel do yes reveal different professor.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
99001,2023-01-01,109,4495.57,credit,Heavy happen interesting.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
99420,2023-03-22,103,5420.92,debit,Push involve enjoy color brother agree senior.,35,Pria,8000000,5000000,1,25,Transfer Bank,0,Tabungan Digital
99440,2022-03-25,101,7617.01,credit,Budget art great.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
99445,2021-02-04,101,116.53,debit,Million agency likely husband person age.,25,Pria,5000000,2000000,0,15,E-Wallet,0,Tabungan Reguler
99517,2018-06-09,109,1472,credit,Hold right laugh.,29,Pria,7500000,4000000,1,20,E-Wallet,0,Tabungan Reguler
99818,2023-03-14,107,8415.65,credit,Sign wish pretty these hope pay within.,60,Pria,12000000,20000000,1,30,Deposito,1,Reksa Dana
